Angle, TimePerStep, Intensity
54.72,0.5,12
54.74,0.5,5
54.76,0.5,7
54.78,0.5,7
54.8,0.5,9
54.82,0.5,4
54.84,0.5,7
54.86,0.5,5
54.88,0.5,7
54.9,0.5,5
54.92,0.5,3
54.94,0.5,4
54.96,0.5,8
54.98,0.5,6
55,0.5,3
55.02,0.5,9
55.04,0.5,3
55.06,0.5,8
55.08,0.5,6
55.1,0.5,6
55.12,0.5,9
55.14,0.5,8
55.16,0.5,8
55.18,0.5,8
55.2,0.5,10
55.22,0.5,11
55.24,0.5,10
55.26,0.5,11
55.28,0.5,11
55.3,0.5,8
55.32,0.5,8
55.34,0.5,11
55.36,0.5,7
55.38,0.5,3
55.4,0.5,8
55.42,0.5,10
55.44,0.5,6
55.46,0.5,6
55.48,0.5,10
55.5,0.5,9
55.52,0.5,10
55.54,0.5,6
55.56,0.5,8
55.58,0.5,10
55.6,0.5,10
55.62,0.5,5
55.64,0.5,7
55.66,0.5,5
55.68,0.5,4
55.7,0.5,5
55.72,0.5,12
55.74,0.5,4
55.76,0.5,4
55.78,0.5,3
55.8,0.5,9
55.82,0.5,12
55.84,0.5,10
55.86,0.5,6
55.88,0.5,10
55.9,0.5,9
55.92,0.5,14
55.94,0.5,12
55.96,0.5,10
55.98,0.5,9
56,0.5,15
56.02,0.5,10
56.04,0.5,12
56.06,0.5,11
56.08,0.5,21
56.1,0.5,11
56.12,0.5,20
56.14,0.5,20
56.16,0.5,25
56.18,0.5,24
56.2,0.5,27
56.22,0.5,31
56.24,0.5,21
56.26,0.5,26
56.28,0.5,33
56.3,0.5,30
56.32,0.5,35
56.34,0.5,42
56.36,0.5,61
56.38,0.5,89
56.4,0.5,119
56.42,0.5,202
56.44,0.5,288
56.46,0.5,392
56.48,0.5,507
56.5,0.5,574
56.52,0.5,643
56.54,0.5,685
56.56,0.5,577
56.58,0.5,472
56.6,0.5,382
56.62,0.5,316
56.64,0.5,258
56.66,0.5,286
56.68,0.5,270
56.7,0.5,246
56.72,0.5,213
56.74,0.5,153
56.76,0.5,98
56.78,0.5,51
56.8,0.5,32
56.82,0.5,29
56.84,0.5,18
56.86,0.5,13
56.88,0.5,15
56.9,0.5,13
56.92,0.5,6
56.94,0.5,10
56.96,0.5,11
56.98,0.5,6
57,0.5,9
57.02,0.5,12
57.04,0.5,14
57.06,0.5,8
57.08,0.5,7
57.1,0.5,4
57.12,0.5,7
57.14,0.5,7
57.16,0.5,10
57.18,0.5,5
57.2,0.5,8
57.22,0.5,9
57.24,0.5,7
57.26,0.5,7
57.28,0.5,5
57.3,0.5,9
57.32,0.5,4
57.34,0.5,4
57.36,0.5,6
57.38,0.5,2
57.4,0.5,6
57.42,0.5,10
57.44,0.5,5
57.46,0.5,6
57.48,0.5,3
57.5,0.5,10
57.52,0.5,6
57.54,0.5,8
57.56,0.5,7
57.58,0.5,6
57.6,0.5,9
57.62,0.5,5
57.64,0.5,3
57.66,0.5,1
57.68,0.5,8
57.7,0.5,9
57.72,0.5,5
57.74,0.5,8
57.76,0.5,10
57.78,0.5,7
57.8,0.5,8
57.82,0.5,11
57.84,0.5,7
57.86,0.5,10
57.88,0.5,10
57.9,0.5,5
57.92,0.5,6
57.94,0.5,5
